timestamp,temperature,humidity,pollution,vibration
0,20.0,73.6000886275579,50.0,25.82589698682102
1,16.93086784941441,58.583984097721526,50.0,18.682655599389943
2,14.715081941052592,47.26556096146855,50.0,11.993327733751771
3,13.269334578098716,38.27888472277803,16.974794735801193,6.463803590171356
4,11.16185770402224,31.829548572291124,8.946068957101025,-0.3454455610127249
5,9.370510569944312,25.32664002385792,2.83210735402398,-8.81819119054977
6,8.754540392206362,21.59663281725268,5.700042530841895,-3.1681527690557445
7,7.825076697951862,19.824757251857267,5.700042530841895,-4.300105198648831
8,6.416578000291606,17.203302372704993,2.8109996140351847,-1.3146344649266946
9,5.725371322040847,13.70319038992227,2.8109996140351847,2.4424894825973817
10,4.634856777328489,10.626733964510606,0.2282427138946237,0.8889908610511227
11,3.706763383944087,8.929088805754343,0.2282427138946237,1.189241415660414
12,3.2717300121354915,5.658115295884343,0.2282427138946237,-4.479525240778646
13,1.824330387986269,3.0929563834251645,-0.544308762470392,0.0069757660587859
14,0.6882219135318122,2.4108037203882327,-2.284317240573244,-5.885019953920562
15,0.3038448618815539,1.6080467291832807,-0.8773099488437622,-4.875396543769796
16,-0.248147427567891,2.8573951047132606,1.5071035480111212,-5.321552451596848
17,-0.0538016471350704,1.740004964763613,0.8206681267824918,-3.159473055042944
18,-0.4997434378254153,0.004692688459059,2.22579738983037,-1.725937626582576
19,-1.1309337728192488,-1.41479603126034,-0.8615689307471917,-6.389066439410283
20,-0.2284693224355843,-0.6802328695058504,-2.9841054841284973,-6.4528656103277084
21,-0.3070870743135145,-0.8172302995899619,-1.64913019682719,-8.024060941697178
22,-0.2272599108225254,1.5623701800810372,-1.5802293980275834,-6.900720936071886
23,-0.905545017305875,0.3269308608941802,-3.929158865429687,-4.104179560360215
24,-1.0419046269725851,0.0711308747149221,-3.7163732368853393,-7.5335368832877085
25,-0.8301576380717643,0.9165505419930232,-3.7163732368853393,1.119756695942025
26,-1.281130781072151,0.1747051995869069,-1.5501620357424333,-1.2967237772882183
27,-0.9011121547384924,0.7535339481975504,-1.0347507155825946,1.192396194935069
28,-1.0662646764871209,0.7337116786846154,-1.5065818105152735,7.162909768534203
29,-1.0521718499106911,1.260560367498091,-0.6683290203226157,-0.6060281844799287
30,-1.195199378538786,-0.6690054298570121,0.2307515496638908,-1.602099911770753
31,-0.0897803795034991,0.8407542383645146,1.3439028490157376,-1.5002585728706863
32,-0.0830619349469412,0.499755177675982,1.9815517336917368,-3.336083094823242
33,-0.5994581091828503,0.1941095528774109,1.9815517336917368,1.902129766221036
34,-0.0982669367538282,0.0036266224700602,1.9815517336917368,0.9233355249158126
35,-0.693948721226265,1.2125418271486237,1.9815517336917368,4.592151135844265
36,-0.4854246155399476,-1.0559954498683315,0.7052242469577916,0.8296249527842484
37,-1.392445985148843,-0.1618630427316156,-5.653720657649076,-0.3832851259202656
38,-1.847672111825732,-1.33919933676553,-4.747922601039462,-1.996716736098434
39,-1.4720906771173103,0.4349307434948779,-4.914344188651779,-3.142548908120724
40,-0.8820437855520086,1.745326142122602,-4.846443955382341,-1.8192278622787168
41,-0.6640530771242221,2.4129569308644365,-6.867296122844286,-0.6265019913051844
42,-0.622269256749709,2.6691384388040253,-3.3054907700167546,-2.6956475480732127
43,-0.679480716031897,4.250003424296999,-3.3054907700167546,-5.444928667633226
44,-1.316819603810826,2.247206460478284,-3.3922029107685496,-5.175935242899284
45,-1.4792187674365564,0.8972696740848942,-2.845209711858794,-3.818940392575593
46,-1.4876553378009667,-0.1738801709696572,-1.1274324499248576,-6.359100209356295
47,-0.7359459240213637,1.0710888896758524,0.9513811458348572,-4.126357285788937
48,-0.4537448906339284,-0.3764228980850505,4.683211175904262,2.2012274215974825
49,-1.2672032347202062,0.0622471317267225,6.021789638631205,-1.6966456047473433
50,-0.9150807648147778,-0.1977235639991539,6.021789638631205,-0.9187524572661868
51,-0.9703597903007194,-1.4163806052208718,6.021789638631205,5.841634708184724
52,-1.1632668219085909,-2.5032976681944965,6.021789638631205,1.9767121137977028
53,-0.6829386542018683,-2.656177074900436,6.021789638631205,-1.3300720533429529
54,-0.0649980948236125,-3.307278908535589,1.7257169862570725,-0.1814047877168123
55,0.4103916789580286,-1.8410110051839013,1.7257169862570725,0.1072845578465794
56,-0.0707758344969949,-0.9219264897463576,3.4924888095437394,3.3746621968933006
57,-0.2147656472480529,0.0856840053580616,2.4061120742641813,-2.6624056260357643
58,-0.016919084459063,-0.4784165019484176,1.682663255186018,-1.3692110018580903
59,0.473391341770976,0.232730750730841,-0.099196188518692,-0.8715145891752094
60,0.1627955215826846,0.0162686779689632,3.119929399245333,0.1976849554400056
61,0.0455467050133733,0.6195415398782411,2.2211765531686343,-1.9279574588672368
62,-0.5144527877416467,0.5353426365672082,2.2211765531686343,-0.1346224627035406
63,-1.035388181620735,0.0633146843095172,1.4773950057099916,3.4715801788979004
64,-0.4738170431805257,-1.5911021868338897,1.9605916080953816,2.660973062183799
65,0.2753755275819646,-1.016902119458449,-2.265773836663116,0.9804302195686692
66,0.1980641376545029,-0.744762738223282,-1.320192047242719,1.7062247673684603
67,0.6701209659523396,-0.9660584416583456,-1.320192047242719,-0.1062308201141994
68,0.7504208335833058,-0.9216899953287384,1.1055534118131165,-1.3316099891287994
69,0.3152978312432478,-2.25916546658443,1.1055534118131165,0.6550491389375674
70,0.4487009593109675,-2.020371188082845,1.1055534118131165,4.726526711852283
71,1.150414098647307,-0.593771802982694,-0.7005882033007191,4.351114528446928
72,0.9599389642952352,1.6143938685855306,-2.377031819521406,1.2763345105150274
73,1.5982699475579532,0.8221517802103891,-2.377031819521406,4.585317610571731
74,0.0486569033793879,-0.2377330899235893,-2.377031819521406,5.041477552615611
75,0.4523096200600917,-0.894625424820731,-2.377031819521406,7.682622884456896
76,0.4279867111701635,-0.7896952922655038,-2.377031819521406,-1.654583238588223
77,0.2142850292617052,-0.9703071577107096,-1.7320321299440369,-0.782769997030059
78,0.2280226631402006,0.0686633942643024,-3.2342219114291124,4.267888252123148
79,-0.7999651936312758,0.3275841414210048,-5.181716763541955,6.745190482070777
80,-0.7898063585053404,0.2951443761565423,-5.181716763541955,3.9333623076422737
81,-0.4927791189736661,0.1902748450449649,-3.613154949400424,-0.0290002591408558
82,0.3200847712431419,1.80236780262302,-0.2138645984616722,-1.879214481997823
83,0.0129369464198468,1.4278764556555192,-0.0861789855452782,-1.2865612955877397
84,-0.3932503969897239,2.3547366083604424,-3.8541819100455847,-2.2499442147703586
85,-0.5851413592335337,0.0371248182965991,-4.4278292442488,-0.7437598580114578
86,-0.0396690964974665,2.079042727264837,-4.4278292442488,-1.2288394710752617
87,0.1306568228069956,1.1301762804990414,0.2123228834372366,-2.055587999956545
88,-0.1538218024975731,-0.3865170490324987,0.2123228834372366,-2.320452475483286
89,0.1258851844337409,-0.2098615097539329,-1.3148825693485264,-2.2790059304027444
90,0.1555411814426999,-1.3207843926718772,-4.0318654136852015,-3.930786981679586
91,0.6165324994927396,-0.1766027340307522,-4.0318654136852015,-6.04465703159201
92,0.1730260776301524,-0.8506600544480726,-4.0318654136852015,-5.699518169076461
93,-0.0167589073132545,-0.5265849206225932,-2.907328033482584,-5.149327526555845
94,-0.2102991477823451,-1.5606631132487163,-2.907328033482584,-4.278946251892717
95,-0.9105117496810526,-2.007544835847156,-0.9394620497024416,-5.563316056050461
96,-0.6258748486966067,-1.465539456206569,0.539667927190425,-1.246102793832399
97,-0.401465985302171,-1.3195178845114302,2.4321162726725927,1.0210581419348026
98,-0.3386893591856149,0.4971114321735108,1.7163653335858349,-6.542973016952936
99,-0.4051795219953461,0.8644758890500008,-2.3051637258378266,-2.1077917772395054
100,-1.052087964721251,0.368517345604666,1.4848461449011872,-0.0808978426876337
101,-1.1045974313957432,-1.7691106270598118,-0.2513613364027964,0.8595619264403647
102,-1.1102650749497665,-1.219547626232587,1.582723387528169,2.842050460852605
103,-1.3448639483181108,-0.0799355879830827,0.4711426317907143,3.727912170694998
104,-1.2237772119033987,-0.8823235419844792,0.4711426317907143,-0.8768456577642901
105,-0.8381852017106196,-0.8343462616942731,1.1179976054122125,4.01688063158136
106,0.2306355291512384,-3.1012068498035057,-0.1195062650316965,0.0506780623994363
107,0.2833291061944721,-3.685577432502335,-0.1195062650316965,-0.4261930223226208
108,0.3696049356266834,-4.961188558682642,-3.934980157181597,0.5203695646472095
109,0.2769412373995973,-3.90454762968522,-3.529453121843612,-5.135662050507608
110,-0.723985555859863,-3.9500358400591296,-2.512767153095072,1.026720020179053
111,-0.628644660205492,-3.3266550685263425,-1.126492757758296,-1.1662349165070278
112,-0.504232856204155,-3.126030190775849,-1.126492757758296,-2.699511351886354
113,0.8030231284691113,-0.6800743225503598,-1.126492757758296,4.383006664543197
114,0.5863891768081833,-1.842186439874923,-3.221790923688226,-2.128085683143928
115,0.6492044714537619,-1.4510483046665323,-3.221790923688226,-7.596398088193338
116,0.534467915883076,-0.5809245689468918,-3.221790923688226,-3.225772377581823
117,-0.1300412903091514,-1.0539034624922206,-0.8771491887024397,-4.888490894478007
118,0.4608763104947315,-0.5728328836381118,-0.8771491887024397,-5.900562070561146
119,0.7677113802639088,-1.0361865378276345,2.414375671409827,-3.246334081985668
120,1.0480706467458458,-0.8927989300132181,2.414375671409827,-0.2592482923095331
121,0.4361663223365994,-0.2989950773895752,2.414375671409827,-1.4501492506305471
122,1.072138529454159,-1.7888687594019943,-3.2871495016237886,-0.3627317164699798
123,0.2103922186398946,-2.060495802245414,0.3652719727763021,-3.628292660104868
124,0.4722619327440456,-2.050733116987621,4.737517842107566,3.35040698850376
125,1.496650455737428,-0.9694141971264796,1.7501255920886638,-3.789450824304312
126,0.7768847248114696,0.6820823586450857,1.7501255920886638,-1.6843002469612829
127,0.3772031512883632,-0.0955788817273006,1.7501255920886638,3.6676225733172334
128,0.3704483611389293,1.4332316560348153,-2.010423996251203,0.1160629167437395
129,0.0631432799099903,2.0598937180514145,4.394399567615884,4.765393676619418
130,-0.7216599276095745,1.1206989320997045,3.847951864532096,0.0447748916954573
131,-0.5791294510651247,0.9555803273286146,2.773206651320026,-3.9445985399483394
132,-1.0234118902684084,0.5342161767164061,2.156266091847525,-7.754126464298052
133,-0.6331038914105563,-0.2971742186310139,-1.059685196174147,-6.968874807668897
134,-0.9978504248158744,0.0248219425137249,-1.059685196174147,0.8685611827077634
135,-0.0732056585847235,-0.1217671891279454,3.623151725489851,2.633566118774221
136,-0.4538514559651335,-0.3599688997328826,5.434892436222901,4.694730856883999
137,-0.5468044956732012,-2.636951042315294,5.434892436222901,11.619291376342982
138,-0.0580252126373861,-2.739138235342736,0.1024411865474976,7.150429019980715
139,-0.6647535889587558,-2.107678370980002,0.1024411865474976,3.8535801385168553
140,-0.4513105833128777,-2.78117812898947,0.1024411865474976,3.046953116605038
141,0.269957381325268,-1.484502908341028,0.4226284568650415,4.703651868282075
142,-0.574277843154136,-2.2643535542001083,-1.2594692048447376,2.396047360235917
143,-0.3958192374148634,-0.8045029331312006,0.7120309994233491,2.865981428789378
144,-0.2065049546784221,0.6631362188363823,0.5750449633750062,0.91546319408878
145,0.2153822244119963,0.9426411318462108,0.2823932139904359,0.2509311365009955
146,-0.4354004646888441,0.2950761973937028,0.2126512444705816,4.562027593646902
147,-1.0303187015276556,-0.2186898060398358,0.9184268183531014,1.5570819558350335
148,-0.6148001134900585,-0.0794080585710652,-1.4105398557191495,1.225608605671364
149,-0.3740877598499567,1.1821450783444862,-3.1471822854681744,-0.4911708912011006
150,-0.1927281706995249,3.4968973986472465,-3.1471822854681744,-1.4414697744502456
151,0.0094051596538916,1.5495476271305564,-4.537098469908512,-3.598611819621852
152,-0.3320179750834375,-0.0486511546692775,0.6089861204208753,-0.53024604883281
153,-0.16608843024042,1.365747329420929,2.458788438856229,0.2531562627987195
154,0.0053610709449835,0.0184018080108084,2.458788438856229,2.9670193310175472
155,-0.3526187987099479,-1.6292458293865422,-1.171581851356228,0.2031624739964098
156,0.6331612766689225,1.4136487056361915,-1.6114007284896337,2.9313709948706985
157,0.7751035456244779,1.0142310808826287,-1.6114007284896337,5.531201476166356
158,0.0631862651794818,0.1519619806865374,-1.0881857360819227,4.612449243386189
159,0.3819851297194744,-0.1865057322917333,-1.0881857360819227,2.9494191945932755
160,-0.1626534748521074,0.08373951210184,-0.1322835392337411,2.76638723795916
161,0.2552868482469347,-0.8282888979797097,-0.9821761632134656,3.9177409319153713
162,0.7962916105135965,1.4914893234479387,-3.4692773204642378,1.1164108583143628
163,0.2665067097607018,1.6649436352398554,0.922728480709344,5.251862510374567
164,0.7082187679187575,1.593240946934831,-2.11534350223897,5.573741475670095
165,0.808376416199193,0.8620886201989085,-2.11534350223897,2.846052219751022
166,1.098150033766559,1.0810976546390672,-4.376099888428438,-0.1329461846388588
167,1.881824020028549,2.57098548463994,-4.249797564098499,3.3142133975591705
168,1.4768563590228314,4.62774146433577,-1.463962304859144,-0.4766658108056665
169,0.8784598229906618,4.976021651684414,-0.3030925969906707,-1.864978444259522
170,0.3019336347293009,4.691612906832839,-1.1984966786837687,-4.874106540404241
171,-0.1512615529628134,3.499740586699886,0.1130519306462071,-4.248479927933039
